invoice_date,invoice_no,fy,month_no,account_code,account_name,city,salesman_code,salesman_name,sku,product_name,pack_size,cartons,litres,rate_per_carton,sales_amount
2023-08-02,GA/2023-24/00232,FY2023-24,8,ACC-004,Jai Solanki Traders,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,3,45,8360,25080
2023-08-02,GA/2023-24/00233,FY2023-24,8,ACC-030,Laxmi Sharma Stores,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-02,GA/2023-24/00234,FY2023-24,8,ACC-092,Bhardwaj Distributors,Purqazi,SM04,Pankaj Verma,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8670,17340
2023-08-02,GA/2023-24/00235,FY2023-24,8,ACC-105,Maa Singhal Enterprises,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-04,GA/2023-24/00236,FY2023-24,8,ACC-036,Shree Saini Enterprises,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-08-04,GA/2023-24/00237,FY2023-24,8,ACC-094,Singla Stores,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-07,GA/2023-24/00238,FY2023-24,8,ACC-008,Shree Maheshwari Enterprises,Shamli,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,3,45,8515,25545
2023-08-08,GA/2023-24/00239,FY2023-24,8,ACC-020,Krishna Bhardwaj Trading Co.,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-08-08,GA/2023-24/00240,FY2023-24,8,ACC-051,Laxmi Sachdeva Traders,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-08,GA/2023-24/00241,FY2023-24,8,ACC-116,Shree Singla & Company,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-09,GA/2023-24/00242,FY2023-24,8,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-08-09,GA/2023-24/00243,FY2023-24,8,ACC-037,Maa Yadav Stores,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-10,GA/2023-24/00244,FY2023-24,8,ACC-073,Maa Gupta Dairy,Jansath,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-08-11,GA/2023-24/00245,FY2023-24,8,ACC-006,Ganesh Jindal Dairy,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-08-11,GA/2023-24/00245,FY2023-24,8,ACC-006,Ganesh Jindal Dairy,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-08-12,GA/2023-24/00246,FY2023-24,8,ACC-033,Balaji Singhal Stores,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-14,GA/2023-24/00247,FY2023-24,8,ACC-039,New Chopra Dairy,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-14,GA/2023-24/00248,FY2023-24,8,ACC-070,Shree Agarwal Agencies,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-14,GA/2023-24/00249,FY2023-24,8,ACC-101,Shri Ahuja Enterprises,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-14,GA/2023-24/00250,FY2023-24,8,ACC-106,Shree Ahuja & Company,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-14,GA/2023-24/00250,FY2023-24,8,ACC-106,Shree Ahuja & Company,Khatauli,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-08-15,GA/2023-24/00251,FY2023-24,8,ACC-129,Maheshwari & Sons,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-08-16,GA/2023-24/00252,FY2023-24,8,ACC-001,Om Dubey Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,3,45,8515,25545
2023-08-16,GA/2023-24/00253,FY2023-24,8,ACC-054,Jai Goyal General Store,Miranpur,SM04,Pankaj Verma,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-08-17,GA/2023-24/00254,FY2023-24,8,ACC-035,Ganesh Baliyan Traders,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-17,GA/2023-24/00254,FY2023-24,8,ACC-035,Ganesh Baliyan Traders,Deoband,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-08-17,GA/2023-24/00255,FY2023-24,8,ACC-119,Solanki Dairy,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-17,GA/2023-24/00256,FY2023-24,8,ACC-127,Ganesh Mishra Marketing,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-18,GA/2023-24/00257,FY2023-24,8,ACC-001,Om Dubey Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-18,GA/2023-24/00257,FY2023-24,8,ACC-001,Om Dubey Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8670,17340
2023-08-18,GA/2023-24/00258,FY2023-24,8,ACC-075,Krishna Bhardwaj Super Market,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-19,GA/2023-24/00259,FY2023-24,8,ACC-005,Malhotra Dairy,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-08-19,GA/2023-24/00260,FY2023-24,8,ACC-027,Shree Gupta & Sons,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-08-21,GA/2023-24/00261,FY2023-24,8,ACC-002,New Dubey Marketing,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-21,GA/2023-24/00261,FY2023-24,8,ACC-002,New Dubey Marketing,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-08-21,GA/2023-24/00262,FY2023-24,8,ACC-014,Maa Chopra Kirana Store,Khatauli,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-08-21,GA/2023-24/00263,FY2023-24,8,ACC-025,Om Chaudhary Agencies,Budhana,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-08-21,GA/2023-24/00264,FY2023-24,8,ACC-118,Laxmi Rana & Sons,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-08-22,GA/2023-24/00265,FY2023-24,8,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-22,GA/2023-24/00265,FY2023-24,8,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8515,17030
2023-08-22,GA/2023-24/00266,FY2023-24,8,ACC-015,Wadhwa Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-08-22,GA/2023-24/00267,FY2023-24,8,ACC-016,Ganesh Bhardwaj Trading Co.,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-22,GA/2023-24/00268,FY2023-24,8,ACC-120,Ganesh Kansal Provisions,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-23,GA/2023-24/00269,FY2023-24,8,ACC-009,Krishna Srivastava Agencies,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-08-23,GA/2023-24/00270,FY2023-24,8,ACC-018,Krishna Sharma Enterprises,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-24,GA/2023-24/00271,FY2023-24,8,ACC-019,Mishra Agencies,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-24,GA/2023-24/00272,FY2023-24,8,ACC-056,Bajaj Provisions,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-25,GA/2023-24/00273,FY2023-24,8,ACC-059,Balaji Garg Agencies,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-26,GA/2023-24/00274,FY2023-24,8,ACC-010,Shree Mishra Provisions,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-08-26,GA/2023-24/00275,FY2023-24,8,ACC-074,Jai Bajaj Stores,Khatauli,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-08-28,GA/2023-24/00276,FY2023-24,8,ACC-007,Om Pandey Distributors,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-08-28,GA/2023-24/00277,FY2023-24,8,ACC-028,Srivastava Distributors,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-08-28,GA/2023-24/00278,FY2023-24,8,ACC-099,Balaji Garg Distributors,Khatauli,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-08-28,GA/2023-24/00279,FY2023-24,8,ACC-113,Singla Enterprises,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-08-29,GA/2023-24/00280,FY2023-24,8,ACC-022,Tandon & Company,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-29,GA/2023-24/00281,FY2023-24,8,ACC-032,Goyal Super Market,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-30,GA/2023-24/00282,FY2023-24,8,ACC-029,Balaji Rana Agencies,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-31,GA/2023-24/00283,FY2023-24,8,ACC-047,Khurana Distributors,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-08-31,GA/2023-24/00283,FY2023-24,8,ACC-047,Khurana Distributors,Jansath,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-01,GA/2023-24/00284,FY2023-24,9,ACC-001,Om Dubey Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,3,45,8515,25545
2023-09-01,GA/2023-24/00285,FY2023-24,9,ACC-015,Wadhwa Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-01,GA/2023-24/00286,FY2023-24,9,ACC-066,Dhingra Marketing,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-02,GA/2023-24/00287,FY2023-24,9,ACC-059,Balaji Garg Agencies,Purqazi,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8515,17030
2023-09-02,GA/2023-24/00288,FY2023-24,9,ACC-118,Laxmi Rana & Sons,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-02,GA/2023-24/00289,FY2023-24,9,ACC-123,Ganesh Goel Distributors,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-04,GA/2023-24/00290,FY2023-24,9,ACC-002,New Dubey Marketing,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8670,17340
2023-09-04,GA/2023-24/00291,FY2023-24,9,ACC-039,New Chopra Dairy,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-04,GA/2023-24/00292,FY2023-24,9,ACC-051,Laxmi Sachdeva Traders,Jansath,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-04,GA/2023-24/00293,FY2023-24,9,ACC-097,New Mishra Distributors,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-04,GA/2023-24/00294,FY2023-24,9,ACC-126,Bhatia General Store,Miranpur,SM04,Pankaj Verma,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-09-05,GA/2023-24/00295,FY2023-24,9,ACC-009,Krishna Srivastava Agencies,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-09-05,GA/2023-24/00296,FY2023-24,9,ACC-044,Mittal Marketing,Khatauli,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-05,GA/2023-24/00297,FY2023-24,9,ACC-110,Laxmi Kansal & Sons,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-06,GA/2023-24/00298,FY2023-24,9,ACC-108,New Ahuja Distributors,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-07,GA/2023-24/00299,FY2023-24,9,ACC-005,Malhotra Dairy,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-09-07,GA/2023-24/00300,FY2023-24,9,ACC-012,Bhardwaj Dairy,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-07,GA/2023-24/00301,FY2023-24,9,ACC-063,Ganesh Kapoor Trading Co.,Charthawal,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8670,17340
2023-09-07,GA/2023-24/00302,FY2023-24,9,ACC-070,Shree Agarwal Agencies,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-07,GA/2023-24/00303,FY2023-24,9,ACC-101,Shri Ahuja Enterprises,Miranpur,SM04,Pankaj Verma,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8670,17340
2023-09-08,GA/2023-24/00304,FY2023-24,9,ACC-028,Srivastava Distributors,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-08,GA/2023-24/00305,FY2023-24,9,ACC-115,Sethi Super Market,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-09,GA/2023-24/00306,FY2023-24,9,ACC-010,Shree Mishra Provisions,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8515,17030
2023-09-09,GA/2023-24/00307,FY2023-24,9,ACC-040,New Mishra Trading Co.,Shamli,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-09-09,GA/2023-24/00308,FY2023-24,9,ACC-041,Chopra Traders,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-09-11,GA/2023-24/00309,FY2023-24,9,ACC-002,New Dubey Marketing,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-09-11,GA/2023-24/00310,FY2023-24,9,ACC-006,Ganesh Jindal Dairy,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-11,GA/2023-24/00310,FY2023-24,9,ACC-006,Ganesh Jindal Dairy,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8515,17030
2023-09-11,GA/2023-24/00311,FY2023-24,9,ACC-031,Laxmi Sirohi Super Market,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-11,GA/2023-24/00311,FY2023-24,9,ACC-031,Laxmi Sirohi Super Market,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-11,GA/2023-24/00312,FY2023-24,9,ACC-033,Balaji Singhal Stores,Deoband,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-11,GA/2023-24/00313,FY2023-24,9,ACC-036,Shree Saini Enterprises,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-11,GA/2023-24/00314,FY2023-24,9,ACC-089,Jai Sharma Provisions,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-11,GA/2023-24/00315,FY2023-24,9,ACC-133,New Singla Stores,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-09-12,GA/2023-24/00316,FY2023-24,9,ACC-030,Laxmi Sharma Stores,Jansath,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-13,GA/2023-24/00317,FY2023-24,9,ACC-008,Shree Maheshwari Enterprises,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,4,60,8360,33440
2023-09-13,GA/2023-24/00318,FY2023-24,9,ACC-017,Maa Malik Enterprises,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-13,GA/2023-24/00319,FY2023-24,9,ACC-055,Shree Pandey Stores,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-13,GA/2023-24/00320,FY2023-24,9,ACC-141,Shri Wadhwa Sales Corporation,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-14,GA/2023-24/00321,FY2023-24,9,ACC-054,Jai Goyal General Store,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-14,GA/2023-24/00322,FY2023-24,9,ACC-081,Jai Kapoor Super Market,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-14,GA/2023-24/00323,FY2023-24,9,ACC-113,Singla Enterprises,Khatauli,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-09-14,GA/2023-24/00324,FY2023-24,9,ACC-139,Goel Trading Co.,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-09-15,GA/2023-24/00325,FY2023-24,9,ACC-013,Krishna Sachdeva Enterprises,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-15,GA/2023-24/00326,FY2023-24,9,ACC-019,Mishra Agencies,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-09-15,GA/2023-24/00327,FY2023-24,9,ACC-037,Maa Yadav Stores,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-15,GA/2023-24/00328,FY2023-24,9,ACC-048,Maa Sharma Marketing,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-15,GA/2023-24/00329,FY2023-24,9,ACC-093,Maa Malik & Company,Charthawal,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-09-16,GA/2023-24/00330,FY2023-24,9,ACC-016,Ganesh Bhardwaj Trading Co.,Budhana,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8670,17340
2023-09-16,GA/2023-24/00331,FY2023-24,9,ACC-021,Shri Tandon Stores,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-09-16,GA/2023-24/00332,FY2023-24,9,ACC-035,Ganesh Baliyan Traders,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-16,GA/2023-24/00333,FY2023-24,9,ACC-109,Laxmi Goel Traders,Purqazi,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8515,17030
2023-09-18,GA/2023-24/00334,FY2023-24,9,ACC-018,Krishna Sharma Enterprises,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-18,GA/2023-24/00335,FY2023-24,9,ACC-022,Tandon & Company,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-18,GA/2023-24/00336,FY2023-24,9,ACC-090,Malik Stores,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-18,GA/2023-24/00337,FY2023-24,9,ACC-128,Shree Saxena General Store,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-19,GA/2023-24/00338,FY2023-24,9,ACC-024,Maa Baliyan Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-19,GA/2023-24/00339,FY2023-24,9,ACC-056,Bajaj Provisions,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-19,GA/2023-24/00340,FY2023-24,9,ACC-099,Balaji Garg Distributors,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-19,GA/2023-24/00341,FY2023-24,9,ACC-116,Shree Singla & Company,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-20,GA/2023-24/00342,FY2023-24,9,ACC-007,Om Pandey Distributors,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-20,GA/2023-24/00342,FY2023-24,9,ACC-007,Om Pandey Distributors,Purqazi,SM04,Pankaj Verma,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-09-20,GA/2023-24/00343,FY2023-24,9,ACC-069,Balaji Kapoor General Store,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-20,GA/2023-24/00344,FY2023-24,9,ACC-145,Nagpal Kirana Store,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-22,GA/2023-24/00345,FY2023-24,9,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-09-22,GA/2023-24/00346,FY2023-24,9,ACC-004,Jai Solanki Traders,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,3,45,8360,25080
2023-09-23,GA/2023-24/00347,FY2023-24,9,ACC-067,Gupta Trading Co.,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-23,GA/2023-24/00348,FY2023-24,9,ACC-083,Maa Goel & Sons,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-23,GA/2023-24/00349,FY2023-24,9,ACC-105,Maa Singhal Enterprises,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-25,GA/2023-24/00350,FY2023-24,9,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-09-25,GA/2023-24/00350,FY2023-24,9,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-25,GA/2023-24/00351,FY2023-24,9,ACC-068,Ganesh Saxena General Store,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8360,8360
2023-09-25,GA/2023-24/00352,FY2023-24,9,ACC-117,Shri Khandelwal Sales Corporation,Deoband,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8670,8670
2023-09-25,GA/2023-24/00353,FY2023-24,9,ACC-121,New Yadav Trading Co.,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8360,16720
2023-09-27,GA/2023-24/00354,FY2023-24,9,ACC-023,Agarwal Distributors,Jansath,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-27,GA/2023-24/00355,FY2023-24,9,ACC-038,Krishna Saxena Provisions,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
2023-09-28,GA/2023-24/00356,FY2023-24,9,ACC-042,Maa Sachdeva Agencies,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8515,8515
