invoice_date,invoice_no,account_code,sku,cartons,litres,rate_per_carton,sales_amount
2022-12-20,GA/2022-23/00595,ACC-009,MSG-200-75,1,15,8550,8550
2022-12-20,GA/2022-23/00595,ACC-009,MSG-500-30,1,15,8395,8395
2022-12-20,GA/2022-23/00596,ACC-012,MSG-200-75,1,15,8550,8550
2022-12-20,GA/2022-23/00597,ACC-023,MSG-500-30,1,15,8395,8395
2022-12-20,GA/2022-23/00598,ACC-038,MSG-500-30,1,15,8395,8395
2022-12-20,GA/2022-23/00599,ACC-040,MSG-1L-15,1,15,8245,8245
2022-12-20,GA/2022-23/00600,ACC-041,MSG-1L-15,1,15,8245,8245
2022-12-20,GA/2022-23/00601,ACC-054,MSG-500-30,1,15,8395,8395
2022-12-21,GA/2022-23/00602,ACC-099,MSG-200-75,1,15,8550,8550
2022-12-22,GA/2022-23/00603,ACC-005,MSG-1L-15,5,75,8245,41225
2022-12-22,GA/2022-23/00604,ACC-010,MSG-200-75,2,30,8550,17100
2022-12-24,GA/2022-23/00605,ACC-080,MSG-500-30,2,30,8395,16790
2022-12-24,GA/2022-23/00606,ACC-120,MSG-1L-15,1,15,8245,8245
2022-12-26,GA/2022-23/00607,ACC-008,MSG-1L-15,2,30,8245,16490
2022-12-26,GA/2022-23/00608,ACC-138,MSG-1L-15,1,15,8245,8245
2022-12-27,GA/2022-23/00609,ACC-016,MSG-200-75,1,15,8550,8550
2022-12-27,GA/2022-23/00610,ACC-039,MSG-200-75,1,15,8550,8550
2022-12-27,GA/2022-23/00611,ACC-066,MSG-1L-15,2,30,8245,16490
2022-12-28,GA/2022-23/00612,ACC-109,MSG-1L-15,1,15,8245,8245
2022-12-29,GA/2022-23/00613,ACC-006,MSG-500-30,3,45,8395,25185
2022-12-29,GA/2022-23/00614,ACC-036,MSG-1L-15,1,15,8245,8245
2022-12-29,GA/2022-23/00615,ACC-116,MSG-1L-15,1,15,8245,8245
2022-12-30,GA/2022-23/00616,ACC-011,MSG-500-30,1,15,8395,8395
2022-12-30,GA/2022-23/00617,ACC-033,MSG-1L-15,1,15,8245,8245
2022-12-30,GA/2022-23/00617,ACC-033,MSG-500-30,1,15,8395,8395
2022-12-31,GA/2022-23/00618,ACC-129,MSG-1L-15,1,15,8245,8245
2023-01-02,GA/2022-23/00619,ACC-008,MSG-500-30,2,30,8395,16790
2023-01-02,GA/2022-23/00620,ACC-075,MSG-200-75,2,30,8550,17100
2023-01-02,GA/2022-23/00621,ACC-083,MSG-500-30,1,15,8395,8395
2023-01-03,GA/2022-23/00622,ACC-032,MSG-1L-15,1,15,8245,8245
2023-01-03,GA/2022-23/00623,ACC-085,MSG-1L-15,1,15,8245,8245
2023-01-03,GA/2022-23/00624,ACC-123,MSG-1L-15,1,15,8245,8245
2023-01-04,GA/2022-23/00625,ACC-028,MSG-500-30,1,15,8395,8395
2023-01-05,GA/2022-23/00626,ACC-018,MSG-500-30,1,15,8395,8395
2023-01-05,GA/2022-23/00627,ACC-039,MSG-1L-15,1,15,8245,8245
2023-01-05,GA/2022-23/00628,ACC-056,MSG-500-30,1,15,8395,8395
2023-01-05,GA/2022-23/00629,ACC-091,MSG-1L-15,1,15,8245,8245
2023-01-06,GA/2022-23/00630,ACC-042,MSG-500-30,1,15,8395,8395
2023-01-09,GA/2022-23/00631,ACC-004,MSG-1L-15,2,30,8245,16490
2023-01-09,GA/2022-23/00632,ACC-005,MSG-1L-15,2,30,8245,16490
2023-01-09,GA/2022-23/00633,ACC-050,MSG-1L-15,2,30,8245,16490
2023-01-09,GA/2022-23/00634,ACC-101,MSG-500-30,2,30,8395,16790
2023-01-09,GA/2022-23/00635,ACC-118,MSG-500-30,1,15,8395,8395
2023-01-10,GA/2022-23/00636,ACC-061,MSG-500-30,1,15,8395,8395
2023-01-10,GA/2022-23/00637,ACC-120,MSG-1L-15,1,15,8245,8245
2023-01-11,GA/2022-23/00638,ACC-006,MSG-1L-15,3,45,8245,24735
2023-01-11,GA/2022-23/00639,ACC-016,MSG-200-75,1,15,8550,8550
2023-01-11,GA/2022-23/00639,ACC-016,MSG-500-30,1,15,8395,8395
2023-01-11,GA/2022-23/00640,ACC-031,MSG-1L-15,1,15,8245,8245
2023-01-11,GA/2022-23/00641,ACC-044,MSG-200-75,1,15,8550,8550
2023-01-11,GA/2022-23/00641,ACC-044,MSG-500-30,1,15,8395,8395
2023-01-11,GA/2022-23/00642,ACC-097,MSG-1L-15,1,15,8245,8245
2023-01-13,GA/2022-23/00643,ACC-022,MSG-1L-15,1,15,8245,8245
2023-01-14,GA/2022-23/00644,ACC-001,MSG-1L-15,3,45,8245,24735
2023-01-14,GA/2022-23/00645,ACC-004,MSG-1L-15,2,30,8245,16490
2023-01-14,GA/2022-23/00646,ACC-063,MSG-200-75,1,15,8550,8550
2023-01-14,GA/2022-23/00647,ACC-144,MSG-200-75,1,15,8550,8550
2023-01-16,GA/2022-23/00648,ACC-017,MSG-1L-15,1,15,8245,8245
2023-01-16,GA/2022-23/00649,ACC-128,MSG-1L-15,1,15,8245,8245
2023-01-16,GA/2022-23/00650,ACC-133,MSG-500-30,1,15,8395,8395
2023-01-17,GA/2022-23/00651,ACC-138,MSG-1L-15,1,15,8245,8245
2023-01-18,GA/2022-23/00652,ACC-003,MSG-500-30,3,45,8395,25185
2023-01-18,GA/2022-23/00653,ACC-102,MSG-1L-15,1,15,8245,8245
2023-01-19,GA/2022-23/00654,ACC-036,MSG-1L-15,2,30,8245,16490
2023-01-19,GA/2022-23/00655,ACC-062,MSG-500-30,1,15,8395,8395
2023-01-19,GA/2022-23/00656,ACC-108,MSG-500-30,1,15,8395,8395
2023-01-21,GA/2022-23/00657,ACC-002,MSG-1L-15,2,30,8245,16490
2023-01-21,GA/2022-23/00658,ACC-007,MSG-1L-15,3,45,8245,24735
2023-01-21,GA/2022-23/00659,ACC-009,MSG-1L-15,2,30,8245,16490
2023-01-21,GA/2022-23/00659,ACC-009,MSG-200-75,1,15,8550,8550
2023-01-21,GA/2022-23/00660,ACC-126,MSG-1L-15,1,15,8245,8245
2023-01-21,GA/2022-23/00661,ACC-132,MSG-1L-15,1,15,8245,8245
2023-01-23,GA/2022-23/00662,ACC-002,MSG-200-75,2,30,8550,17100
2023-01-23,GA/2022-23/00663,ACC-011,MSG-1L-15,1,15,8245,8245
2023-01-23,GA/2022-23/00663,ACC-011,MSG-200-75,1,15,8550,8550
2023-01-23,GA/2022-23/00664,ACC-014,MSG-1L-15,2,30,8245,16490
2023-01-23,GA/2022-23/00665,ACC-041,MSG-1L-15,2,30,8245,16490
2023-01-23,GA/2022-23/00666,ACC-093,MSG-500-30,1,15,8395,8395
2023-01-24,GA/2022-23/00667,ACC-001,MSG-1L-15,2,30,8245,16490
2023-01-24,GA/2022-23/00668,ACC-013,MSG-1L-15,1,15,8245,8245
2023-01-24,GA/2022-23/00669,ACC-025,MSG-200-75,1,15,8550,8550
2023-01-26,GA/2022-23/00670,ACC-012,MSG-1L-15,3,45,8245,24735
2023-01-26,GA/2022-23/00671,ACC-074,MSG-1L-15,1,15,8245,8245
2023-01-26,GA/2022-23/00672,ACC-116,MSG-500-30,1,15,8395,8395
2023-01-27,GA/2022-23/00673,ACC-021,MSG-200-75,1,15,8550,8550
2023-01-27,GA/2022-23/00674,ACC-092,MSG-1L-15,1,15,8245,8245
2023-01-28,GA/2022-23/00675,ACC-005,MSG-1L-15,2,30,8245,16490
2023-01-28,GA/2022-23/00676,ACC-010,MSG-1L-15,2,30,8245,16490
2023-01-28,GA/2022-23/00677,ACC-045,MSG-500-30,1,15,8395,8395
2023-01-28,GA/2022-23/00678,ACC-048,MSG-1L-15,1,15,8245,8245
2023-01-28,GA/2022-23/00678,ACC-048,MSG-200-75,1,15,8550,8550
2023-01-30,GA/2022-23/00679,ACC-015,MSG-200-75,1,15,8550,8550
2023-01-30,GA/2022-23/00679,ACC-015,MSG-500-30,1,15,8395,8395
2023-01-30,GA/2022-23/00680,ACC-020,MSG-1L-15,1,15,8245,8245
2023-01-30,GA/2022-23/00681,ACC-026,MSG-500-30,2,30,8395,16790
2023-01-30,GA/2022-23/00682,ACC-054,MSG-1L-15,1,15,8245,8245
2023-01-30,GA/2022-23/00683,ACC-058,MSG-1L-15,1,15,8245,8245
2023-01-31,GA/2022-23/00684,ACC-007,MSG-1L-15,2,30,8245,16490
2023-01-31,GA/2022-23/00685,ACC-072,MSG-1L-15,1,15,8245,8245
2023-02-01,GA/2022-23/00686,ACC-020,MSG-200-75,1,15,8550,8550
2023-02-01,GA/2022-23/00687,ACC-039,MSG-1L-15,1,15,8245,8245
2023-02-03,GA/2022-23/00688,ACC-006,MSG-500-30,2,30,8395,16790
2023-02-04,GA/2022-23/00689,ACC-038,MSG-500-30,1,15,8395,8395
2023-02-04,GA/2022-23/00690,ACC-040,MSG-1L-15,1,15,8245,8245
2023-02-04,GA/2022-23/00691,ACC-051,MSG-1L-15,1,15,8245,8245
2023-02-04,GA/2022-23/00692,ACC-061,MSG-200-75,1,15,8550,8550
2023-02-06,GA/2022-23/00693,ACC-003,MSG-1L-15,3,45,8245,24735
2023-02-06,GA/2022-23/00694,ACC-016,MSG-500-30,1,15,8395,8395
2023-02-06,GA/2022-23/00695,ACC-101,MSG-500-30,1,15,8395,8395
2023-02-06,GA/2022-23/00696,ACC-108,MSG-500-30,1,15,8395,8395
2023-02-07,GA/2022-23/00697,ACC-021,MSG-1L-15,1,15,8245,8245
2023-02-07,GA/2022-23/00698,ACC-022,MSG-1L-15,2,30,8245,16490
2023-02-08,GA/2022-23/00699,ACC-010,MSG-1L-15,1,15,8245,8245
2023-02-08,GA/2022-23/00700,ACC-066,MSG-500-30,1,15,8395,8395
2023-02-08,GA/2022-23/00701,ACC-103,MSG-1L-15,1,15,8245,8245
2023-02-09,GA/2022-23/00702,ACC-013,MSG-500-30,2,30,8395,16790
2023-02-10,GA/2022-23/00703,ACC-112,MSG-500-30,1,15,8395,8395
2023-02-11,GA/2022-23/00704,ACC-012,MSG-1L-15,1,15,8245,8245
2023-02-11,GA/2022-23/00705,ACC-030,MSG-1L-15,1,15,8245,8245
2023-02-11,GA/2022-23/00706,ACC-121,MSG-1L-15,1,15,8245,8245
2023-02-13,GA/2022-23/00707,ACC-004,MSG-200-75,2,30,8550,17100
2023-02-13,GA/2022-23/00708,ACC-007,MSG-1L-15,4,60,8245,32980
2023-02-13,GA/2022-23/00709,ACC-050,MSG-1L-15,1,15,8245,8245
2023-02-13,GA/2022-23/00710,ACC-082,MSG-500-30,1,15,8395,8395
2023-02-13,GA/2022-23/00711,ACC-087,MSG-1L-15,1,15,8245,8245
2023-02-14,GA/2022-23/00712,ACC-025,MSG-500-30,1,15,8395,8395
2023-02-14,GA/2022-23/00713,ACC-041,MSG-500-30,1,15,8395,8395
2023-02-14,GA/2022-23/00714,ACC-072,MSG-1L-15,1,15,8245,8245
2023-02-15,GA/2022-23/00715,ACC-031,MSG-1L-15,1,15,8245,8245
2023-02-15,GA/2022-23/00716,ACC-044,MSG-1L-15,1,15,8245,8245
2023-02-16,GA/2022-23/00717,ACC-097,MSG-1L-15,1,15,8245,8245
2023-02-17,GA/2022-23/00718,ACC-009,MSG-1L-15,2,30,8245,16490
2023-02-17,GA/2022-23/00719,ACC-011,MSG-1L-15,2,30,8245,16490
2023-02-17,GA/2022-23/00720,ACC-090,MSG-500-30,1,15,8395,8395
2023-02-18,GA/2022-23/00721,ACC-002,MSG-500-30,3,45,8395,25185
2023-02-18,GA/2022-23/00722,ACC-018,MSG-1L-15,2,30,8245,16490
2023-02-18,GA/2022-23/00723,ACC-032,MSG-500-30,1,15,8395,8395
2023-02-18,GA/2022-23/00724,ACC-063,MSG-500-30,1,15,8395,8395
2023-02-18,GA/2022-23/00725,ACC-110,MSG-1L-15,1,15,8245,8245
2023-02-20,GA/2022-23/00726,ACC-004,MSG-1L-15,1,15,8245,8245
2023-02-20,GA/2022-23/00727,ACC-015,MSG-1L-15,1,15,8245,8245
2023-02-20,GA/2022-23/00728,ACC-023,MSG-1L-15,1,15,8245,8245
2023-02-20,GA/2022-23/00729,ACC-033,MSG-200-75,3,45,8550,25650
2023-02-20,GA/2022-23/00730,ACC-109,MSG-200-75,1,15,8550,8550
2023-02-20,GA/2022-23/00731,ACC-129,MSG-500-30,1,15,8395,8395
2023-02-21,GA/2022-23/00732,ACC-005,MSG-1L-15,4,60,8245,32980
2023-02-21,GA/2022-23/00733,ACC-079,MSG-200-75,1,15,8550,8550
2023-02-22,GA/2022-23/00734,ACC-049,MSG-500-30,1,15,8395,8395
2023-02-23,GA/2022-23/00735,ACC-017,MSG-1L-15,1,15,8245,8245
2023-02-24,GA/2022-23/00736,ACC-005,MSG-1L-15,2,30,8245,16490
2023-02-24,GA/2022-23/00737,ACC-065,MSG-500-30,1,15,8395,8395
2023-02-24,GA/2022-23/00738,ACC-138,MSG-1L-15,1,15,8245,8245
2023-02-25,GA/2022-23/00739,ACC-048,MSG-200-75,1,15,8550,8550
2023-02-25,GA/2022-23/00740,ACC-062,MSG-500-30,1,15,8395,8395
2023-02-25,GA/2022-23/00741,ACC-088,MSG-500-30,1,15,8395,8395
2023-02-25,GA/2022-23/00742,ACC-125,MSG-1L-15,1,15,8245,8245
2023-02-27,GA/2022-23/00743,ACC-092,MSG-1L-15,1,15,8245,8245
2023-02-27,GA/2022-23/00744,ACC-102,MSG-1L-15,1,15,8245,8245
2023-02-27,GA/2022-23/00745,ACC-120,MSG-200-75,1,15,8550,8550
2023-02-28,GA/2022-23/00746,ACC-019,MSG-1L-15,1,15,8245,8245
2023-02-28,GA/2022-23/00747,ACC-042,MSG-500-30,1,15,8395,8395
2023-03-01,GA/2022-23/00748,ACC-001,MSG-500-30,2,30,8395,16790
2023-03-01,GA/2022-23/00749,ACC-008,MSG-200-75,3,45,8550,25650
2023-03-02,GA/2022-23/00750,ACC-004,MSG-1L-15,1,15,8245,8245
2023-03-02,GA/2022-23/00750,ACC-004,MSG-500-30,1,15,8395,8395
2023-03-03,GA/2022-23/00751,ACC-002,MSG-500-30,2,30,8395,16790
2023-03-03,GA/2022-23/00752,ACC-003,MSG-1L-15,2,30,8245,16490
2023-03-03,GA/2022-23/00753,ACC-015,MSG-1L-15,1,15,8245,8245
2023-03-03,GA/2022-23/00754,ACC-030,MSG-500-30,2,30,8395,16790
2023-03-03,GA/2022-23/00755,ACC-062,MSG-500-30,1,15,8395,8395
2023-03-03,GA/2022-23/00756,ACC-102,MSG-500-30,1,15,8395,8395
2023-03-03,GA/2022-23/00757,ACC-132,MSG-500-30,1,15,8395,8395
2023-03-04,GA/2022-23/00758,ACC-002,MSG-1L-15,2,30,8245,16490
2023-03-04,GA/2022-23/00759,ACC-007,MSG-1L-15,2,30,8245,16490
2023-03-04,GA/2022-23/00760,ACC-056,MSG-500-30,2,30,8395,16790
2023-03-04,GA/2022-23/00761,ACC-117,MSG-1L-15,1,15,8245,8245
2023-03-06,GA/2022-23/00762,ACC-006,MSG-1L-15,2,30,8245,16490
2023-03-06,GA/2022-23/00763,ACC-019,MSG-1L-15,2,30,8245,16490
2023-03-06,GA/2022-23/00764,ACC-074,MSG-500-30,2,30,8395,16790
2023-03-06,GA/2022-23/00765,ACC-084,MSG-1L-15,1,15,8245,8245
2023-03-06,GA/2022-23/00766,ACC-100,MSG-1L-15,1,15,8245,8245
2023-03-06,GA/2022-23/00767,ACC-121,MSG-1L-15,1,15,8245,8245
2023-03-07,GA/2022-23/00768,ACC-001,MSG-500-30,2,30,8395,16790
2023-03-07,GA/2022-23/00769,ACC-009,MSG-1L-15,1,15,8245,8245
2023-03-07,GA/2022-23/00769,ACC-009,MSG-500-30,1,15,8395,8395
2023-03-07,GA/2022-23/00770,ACC-131,MSG-1L-15,1,15,8245,8245
2023-03-08,GA/2022-23/00771,ACC-023,MSG-500-30,1,15,8395,8395
2023-03-08,GA/2022-23/00772,ACC-036,MSG-500-30,1,15,8395,8395
2023-03-08,GA/2022-23/00773,ACC-038,MSG-500-30,1,15,8395,8395
2023-03-08,GA/2022-23/00774,ACC-041,MSG-500-30,1,15,8395,8395
2023-03-08,GA/2022-23/00775,ACC-047,MSG-200-75,1,15,8550,8550
2023-03-09,GA/2022-23/00776,ACC-010,MSG-500-30,1,15,8395,8395
2023-03-09,GA/2022-23/00777,ACC-018,MSG-1L-15,1,15,8245,8245
2023-03-10,GA/2022-23/00778,ACC-004,MSG-1L-15,2,30,8245,16490
2023-03-10,GA/2022-23/00779,ACC-014,MSG-1L-15,1,15,8245,8245
2023-03-10,GA/2022-23/00780,ACC-027,MSG-1L-15,1,15,8245,8245
2023-03-11,GA/2022-23/00781,ACC-051,MSG-1L-15,2,30,8245,16490
2023-03-11,GA/2022-23/00782,ACC-058,MSG-500-30,1,15,8395,8395
2023-03-13,GA/2022-23/00783,ACC-016,MSG-200-75,2,30,8550,17100
2023-03-13,GA/2022-23/00784,ACC-026,MSG-200-75,1,15,8550,8550
2023-03-13,GA/2022-23/00785,ACC-059,MSG-500-30,1,15,8395,8395
2023-03-13,GA/2022-23/00786,ACC-093,MSG-1L-15,1,15,8245,8245
2023-03-14,GA/2022-23/00787,ACC-042,MSG-1L-15,1,15,8245,8245
2023-03-15,GA/2022-23/00788,ACC-011,MSG-1L-15,3,45,8245,24735
2023-03-15,GA/2022-23/00789,ACC-048,MSG-500-30,1,15,8395,8395
2023-03-15,GA/2022-23/00790,ACC-129,MSG-1L-15,1,15,8245,8245
2023-03-17,GA/2022-23/00791,ACC-032,MSG-200-75,1,15,8550,8550
2023-03-17,GA/2022-23/00792,ACC-082,MSG-1L-15,1,15,8245,8245
2023-03-17,GA/2022-23/00793,ACC-123,MSG-1L-15,1,15,8245,8245
2023-03-20,GA/2022-23/00794,ACC-017,MSG-500-30,1,15,8395,8395
2023-03-20,GA/2022-23/00795,ACC-025,MSG-200-75,1,15,8550,8550
2023-03-20,GA/2022-23/00796,ACC-054,MSG-500-30,1,15,8395,8395
2023-03-20,GA/2022-23/00797,ACC-094,MSG-200-75,1,15,8550,8550
2023-03-20,GA/2022-23/00798,ACC-107,MSG-1L-15,1,15,8245,8245
2023-03-20,GA/2022-23/00799,ACC-133,MSG-1L-15,1,15,8245,8245
2023-03-21,GA/2022-23/00800,ACC-012,MSG-500-30,1,15,8395,8395
2023-03-21,GA/2022-23/00801,ACC-098,MSG-500-30,1,15,8395,8395
2023-03-22,GA/2022-23/00802,ACC-005,MSG-200-75,3,45,8550,25650
2023-03-22,GA/2022-23/00803,ACC-031,MSG-1L-15,1,15,8245,8245
2023-03-22,GA/2022-23/00804,ACC-073,MSG-1L-15,1,15,8245,8245
2023-03-22,GA/2022-23/00805,ACC-128,MSG-1L-15,1,15,8245,8245
2023-03-23,GA/2022-23/00806,ACC-022,MSG-1L-15,2,30,8245,16490
2023-03-23,GA/2022-23/00807,ACC-072,MSG-500-30,1,15,8395,8395
2023-03-24,GA/2022-23/00808,ACC-020,MSG-500-30,1,15,8395,8395
2023-03-24,GA/2022-23/00809,ACC-109,MSG-500-30,1,15,8395,8395
2023-03-25,GA/2022-23/00810,ACC-045,MSG-500-30,1,15,8395,8395
2023-03-25,GA/2022-23/00811,ACC-101,MSG-200-75,1,15,8550,8550
2023-03-27,GA/2022-23/00812,ACC-007,MSG-1L-15,1,15,8245,8245
2023-03-27,GA/2022-23/00813,ACC-116,MSG-1L-15,1,15,8245,8245
2023-03-27,GA/2022-23/00814,ACC-125,MSG-1L-15,1,15,8245,8245
2023-03-28,GA/2022-23/00815,ACC-044,MSG-1L-15,1,15,8245,8245
2023-03-29,GA/2022-23/00816,ACC-110,MSG-1L-15,1,15,8245,8245
2023-03-30,GA/2022-23/00817,ACC-028,MSG-200-75,1,15,8550,8550
2023-03-31,GA/2022-23/00818,ACC-040,MSG-1L-15,1,15,8245,8245
2023-03-31,GA/2022-23/00819,ACC-088,MSG-500-30,1,15,8395,8395
2023-04-01,GA/2023-24/00001,ACC-106,MSG-500-30,1,15,8460,8460
2023-04-03,GA/2023-24/00002,ACC-025,MSG-200-75,1,15,8615,8615
2023-04-03,GA/2023-24/00003,ACC-092,MSG-1L-15,1,15,8310,8310
2023-04-03,GA/2023-24/00004,ACC-097,MSG-1L-15,1,15,8310,8310
2023-04-04,GA/2023-24/00005,ACC-030,MSG-200-75,1,15,8615,8615
2023-04-04,GA/2023-24/00005,ACC-030,MSG-500-30,1,15,8460,8460
2023-04-04,GA/2023-24/00006,ACC-036,MSG-500-30,1,15,8460,8460
2023-04-04,GA/2023-24/00007,ACC-046,MSG-1L-15,2,30,8310,16620
2023-04-04,GA/2023-24/00008,ACC-072,MSG-500-30,1,15,8460,8460
2023-04-05,GA/2023-24/00009,ACC-093,MSG-1L-15,1,15,8310,8310
2023-04-06,GA/2023-24/00010,ACC-002,MSG-1L-15,1,15,8310,8310
2023-04-06,GA/2023-24/00010,ACC-002,MSG-200-75,1,15,8615,8615
2023-04-06,GA/2023-24/00011,ACC-083,MSG-500-30,2,30,8460,16920
2023-04-06,GA/2023-24/00012,ACC-126,MSG-500-30,1,15,8460,8460
2023-04-07,GA/2023-24/00013,ACC-003,MSG-500-30,2,30,8460,16920
2023-04-07,GA/2023-24/00014,ACC-011,MSG-200-75,1,15,8615,8615
2023-04-07,GA/2023-24/00015,ACC-096,MSG-500-30,1,15,8460,8460
2023-04-08,GA/2023-24/00016,ACC-039,MSG-1L-15,1,15,8310,8310
2023-04-08,GA/2023-24/00017,ACC-131,MSG-1L-15,1,15,8310,8310
2023-04-08,GA/2023-24/00017,ACC-131,MSG-500-30,1,15,8460,8460
2023-04-10,GA/2023-24/00018,ACC-009,MSG-200-75,2,30,8615,17230
2023-04-10,GA/2023-24/00018,ACC-009,MSG-500-30,1,15,8460,8460
2023-04-10,GA/2023-24/00019,ACC-067,MSG-500-30,1,15,8460,8460
2023-04-10,GA/2023-24/00020,ACC-070,MSG-1L-15,1,15,8310,8310
2023-04-11,GA/2023-24/00021,ACC-138,MSG-500-30,1,15,8460,8460
2023-04-12,GA/2023-24/00022,ACC-006,MSG-1L-15,2,30,8310,16620
2023-04-12,GA/2023-24/00022,ACC-006,MSG-500-30,1,15,8460,8460
2023-04-13,GA/2023-24/00023,ACC-004,MSG-1L-15,2,30,8310,16620
2023-04-13,GA/2023-24/00023,ACC-004,MSG-500-30,1,15,8460,8460
2023-04-13,GA/2023-24/00024,ACC-037,MSG-1L-15,2,30,8310,16620
2023-04-14,GA/2023-24/00025,ACC-005,MSG-500-30,3,45,8460,25380
2023-04-14,GA/2023-24/00026,ACC-013,MSG-1L-15,2,30,8310,16620
2023-04-14,GA/2023-24/00027,ACC-026,MSG-500-30,1,15,8460,8460
2023-04-14,GA/2023-24/00028,ACC-123,MSG-1L-15,1,15,8310,8310
2023-04-15,GA/2023-24/00029,ACC-044,MSG-1L-15,1,15,8310,8310
2023-04-17,GA/2023-24/00030,ACC-023,MSG-200-75,1,15,8615,8615
2023-04-17,GA/2023-24/00031,ACC-028,MSG-1L-15,1,15,8310,8310
2023-04-17,GA/2023-24/00032,ACC-045,MSG-500-30,1,15,8460,8460
2023-04-17,GA/2023-24/00033,ACC-113,MSG-1L-15,1,15,8310,8310
2023-04-17,GA/2023-24/00034,ACC-121,MSG-500-30,2,30,8460,16920
2023-04-17,GA/2023-24/00035,ACC-134,MSG-1L-15,2,30,8310,16620
2023-04-18,GA/2023-24/00036,ACC-007,MSG-200-75,3,45,8615,25845
2023-04-18,GA/2023-24/00037,ACC-027,MSG-1L-15,1,15,8310,8310
2023-04-18,GA/2023-24/00037,ACC-027,MSG-500-30,1,15,8460,8460
2023-04-18,GA/2023-24/00038,ACC-087,MSG-200-75,1,15,8615,8615
2023-04-19,GA/2023-24/00039,ACC-002,MSG-1L-15,2,30,8310,16620
2023-04-19,GA/2023-24/00040,ACC-021,MSG-1L-15,1,15,8310,8310
2023-04-19,GA/2023-24/00040,ACC-021,MSG-500-30,1,15,8460,8460
2023-04-20,GA/2023-24/00041,ACC-012,MSG-1L-15,1,15,8310,8310
2023-04-20,GA/2023-24/00042,ACC-075,MSG-1L-15,2,30,8310,16620
2023-04-20,GA/2023-24/00043,ACC-079,MSG-500-30,1,15,8460,8460
2023-04-21,GA/2023-24/00044,ACC-055,MSG-1L-15,1,15,8310,8310
2023-04-22,GA/2023-24/00045,ACC-008,MSG-1L-15,2,30,8310,16620
2023-04-22,GA/2023-24/00046,ACC-022,MSG-1L-15,1,15,8310,8310
2023-04-22,GA/2023-24/00047,ACC-133,MSG-1L-15,2,30,8310,16620
2023-04-24,GA/2023-24/00048,ACC-003,MSG-200-75,2,30,8615,17230
2023-04-24,GA/2023-24/00048,ACC-003,MSG-500-30,2,30,8460,16920
2023-04-24,GA/2023-24/00049,ACC-056,MSG-500-30,1,15,8460,8460
2023-04-24,GA/2023-24/00050,ACC-063,MSG-500-30,1,15,8460,8460
2023-04-27,GA/2023-24/00051,ACC-018,MSG-200-75,1,15,8615,8615
2023-04-27,GA/2023-24/00052,ACC-029,MSG-1L-15,1,15,8310,8310
2023-04-27,GA/2023-24/00053,ACC-033,MSG-1L-15,1,15,8310,8310
2023-04-27,GA/2023-24/00054,ACC-128,MSG-1L-15,1,15,8310,8310
2023-04-27,GA/2023-24/00055,ACC-130,MSG-1L-15,2,30,8310,16620
2023-04-29,GA/2023-24/00056,ACC-010,MSG-1L-15,1,15,8310,8310
2023-04-29,GA/2023-24/00057,ACC-014,MSG-500-30,1,15,8460,8460
2023-04-29,GA/2023-24/00058,ACC-017,MSG-500-30,2,30,8460,16920
2023-04-29,GA/2023-24/00059,ACC-019,MSG-200-75,1,15,8615,8615
2023-04-29,GA/2023-24/00060,ACC-020,MSG-1L-15,1,15,8310,8310
2023-04-29,GA/2023-24/00061,ACC-031,MSG-500-30,1,15,8460,8460
2023-04-29,GA/2023-24/00062,ACC-042,MSG-200-75,1,15,8615,8615
2023-04-29,GA/2023-24/00063,ACC-101,MSG-1L-15,1,15,8310,8310
2023-05-01,GA/2023-24/00064,ACC-002,MSG-1L-15,2,30,8360,16720
2023-05-01,GA/2023-24/00065,ACC-013,MSG-500-30,1,15,8515,8515
2023-05-01,GA/2023-24/00066,ACC-080,MSG-1L-15,1,15,8360,8360
2023-05-02,GA/2023-24/00067,ACC-006,MSG-1L-15,2,30,8360,16720
2023-05-02,GA/2023-24/00067,ACC-006,MSG-500-30,2,30,8515,17030
2023-05-02,GA/2023-24/00068,ACC-082,MSG-1L-15,1,15,8360,8360
2023-05-03,GA/2023-24/00069,ACC-032,MSG-200-75,1,15,8670,8670
2023-05-03,GA/2023-24/00070,ACC-055,MSG-500-30,2,30,8515,17030
2023-05-05,GA/2023-24/00071,ACC-031,MSG-500-30,1,15,8515,8515
2023-05-05,GA/2023-24/00072,ACC-068,MSG-1L-15,1,15,8360,8360
2023-05-05,GA/2023-24/00073,ACC-108,MSG-1L-15,1,15,8360,8360
2023-05-06,GA/2023-24/00074,ACC-144,MSG-500-30,1,15,8515,8515
2023-05-08,GA/2023-24/00075,ACC-009,MSG-200-75,2,30,8670,17340
2023-05-08,GA/2023-24/00076,ACC-017,MSG-1L-15,1,15,8360,8360
2023-05-08,GA/2023-24/00077,ACC-027,MSG-500-30,1,15,8515,8515
2023-05-08,GA/2023-24/00078,ACC-046,MSG-1L-15,2,30,8360,16720
2023-05-08,GA/2023-24/00079,ACC-051,MSG-1L-15,1,15,8360,8360
2023-05-08,GA/2023-24/00080,ACC-069,MSG-1L-15,1,15,8360,8360
2023-05-09,GA/2023-24/00081,ACC-033,MSG-1L-15,1,15,8360,8360
2023-05-09,GA/2023-24/00082,ACC-093,MSG-500-30,1,15,8515,8515
2023-05-10,GA/2023-24/00083,ACC-061,MSG-500-30,1,15,8515,8515
